Date,Indicador,Valor
15/6/2016,Humedad,92.21
16/6/2016,Humedad,88.46
17/6/2016,Humedad,85.33
18/6/2016,Humedad,87.5
19/6/2016,Humedad,80.17
20/6/2016,Humedad,80.46
21/6/2016,Humedad,82.08
22/6/2016,Humedad,86.79
23/6/2016,Humedad,85.08
24/6/2016,Humedad,81.67
25/6/2016,Humedad,85
26/6/2016,Humedad,78.08
27/6/2016,Humedad,74.83
28/6/2016,Humedad,74.17
29/6/2016,Humedad,73.75
30/6/2016,Humedad,76.96
1/7/2016,Humedad,89.58
2/7/2016,Humedad,85.38
3/7/2016,Humedad,78.54
4/7/2016,Humedad,70.96
5/7/2016,Humedad,70.79
6/7/2016,Humedad,73.25
7/7/2016,Humedad,80.17
8/7/2016,Humedad,80.92
9/7/2016,Humedad,83.25
10/7/2016,Humedad,75.63
11/7/2016,Humedad,82.38
12/7/2016,Humedad,83.33
13/7/2016,Humedad,82.88
14/7/2016,Humedad,72.63
15/7/2016,Humedad,75.25
16/7/2016,Humedad,68.88
17/7/2016,Humedad,75
18/7/2016,Humedad,84.88
19/7/2016,Humedad,90.96
20/7/2016,Humedad,82.33
21/7/2016,Humedad,68.75
22/7/2016,Humedad,81.5
23/7/2016,Humedad,86.88
24/7/2016,Humedad,76.13
25/7/2016,Humedad,70.33
26/7/2016,Humedad,75.83
27/7/2016,Humedad,72.92
28/7/2016,Humedad,73.88
29/7/2016,Humedad,87.17
30/7/2016,Humedad,83.33
31/7/2016,Humedad,73.29
1/8/2016,Humedad,70.46
2/8/2016,Humedad,81.29
3/8/2016,Humedad,87.46
4/8/2016,Humedad,90.46
5/8/2016,Humedad,87.42
6/8/2016,Humedad,78.67
7/8/2016,Humedad,77.75
8/8/2016,Humedad,87.83
9/8/2016,Humedad,86.08
10/8/2016,Humedad,76.42
11/8/2016,Humedad,79.25
12/8/2016,Humedad,80.96
13/8/2016,Humedad,87.08
14/8/2016,Humedad,91.67
15/8/2016,Humedad,94.13
16/8/2016,Humedad,82.04
17/8/2016,Humedad,79.21
18/8/2016,Humedad,79.08
19/8/2016,Humedad,71.96
20/8/2016,Humedad,75.96
21/8/2016,Humedad,80.33
22/8/2016,Humedad,78.17
23/8/2016,Humedad,68.63
24/8/2016,Humedad,66.83
25/8/2016,Humedad,79.83
26/8/2016,Humedad,84.92
27/8/2016,Humedad,90.88
28/8/2016,Humedad,91.42
29/8/2016,Humedad,90.83
30/8/2016,Humedad,91.58
31/8/2016,Humedad,90.54
1/9/2016,Humedad,91.67
2/9/2016,Humedad,91.42
3/9/2016,Humedad,87.63
4/9/2016,Humedad,81.33
5/9/2016,Humedad,88.17
6/9/2016,Humedad,93.71
7/9/2016,Humedad,90.04
8/9/2016,Humedad,87.5
9/9/2016,Humedad,84.54
10/9/2016,Humedad,92.92
11/9/2016,Humedad,88.92
12/9/2016,Humedad,92.67
13/9/2016,Humedad,91.17
14/9/2016,Humedad,90.63
15/9/2016,Humedad,92.83
16/9/2016,Humedad,87.13
17/9/2016,Humedad,84.17
18/9/2016,Humedad,78.79
19/9/2016,Humedad,71.5
20/9/2016,Humedad,87.42
21/9/2016,Humedad,89.75
22/9/2016,Humedad,83.21
23/9/2016,Humedad,91
24/9/2016,Humedad,88.67
25/9/2016,Humedad,83.71
26/9/2016,Humedad,90.33
27/9/2016,Humedad,87.88
28/9/2016,Humedad,82.04
29/9/2016,Humedad,80.33
30/9/2016,Humedad,80.29
1/10/2016,Humedad,83
2/10/2016,Humedad,88.33
3/10/2016,Humedad,91.08
4/10/2016,Humedad,90.71
5/10/2016,Humedad,89.21
6/10/2016,Humedad,91.88
7/10/2016,Humedad,92
8/10/2016,Humedad,88.54
9/10/2016,Humedad,90.33
10/10/2016,Humedad,86.42
11/10/2016,Humedad,83.38
12/10/2016,Humedad,88.46
13/10/2016,Humedad,91.33
14/10/2016,Humedad,91
15/10/2016,Humedad,90
16/10/2016,Humedad,90.13
17/10/2016,Humedad,94.29
18/10/2016,Humedad,94.42
19/10/2016,Humedad,97.33
20/10/2016,Humedad,94.75
21/10/2016,Humedad,92.29
22/10/2016,Humedad,86.83
23/10/2016,Humedad,84.46
24/10/2016,Humedad,75.58
25/10/2016,Humedad,83.21
26/10/2016,Humedad,85.54
27/10/2016,Humedad,87.42
28/10/2016,Humedad,92.46
29/10/2016,Humedad,92.79
30/10/2016,Humedad,92.29
31/10/2016,Humedad,90.83
1/11/2016,Humedad,93.21
2/11/2016,Humedad,93.43
3/11/2016,Humedad,91.29
4/11/2016,Humedad,90.96
5/11/2016,Humedad,84.54
6/11/2016,Humedad,78.38
7/11/2016,Humedad,78.25
8/11/2016,Humedad,83
9/11/2016,Humedad,89.08
10/11/2016,Humedad,87.04
11/11/2016,Humedad,88.63
12/11/2016,Humedad,86.04
13/11/2016,Humedad,85.96
14/11/2016,Humedad,91.13
15/11/2016,Humedad,89.5
16/11/2016,Humedad,89.5
17/11/2016,Humedad,83.17
18/11/2016,Humedad,94.08
19/11/2016,Humedad,90.38
20/11/2016,Humedad,84.79
21/11/2016,Humedad,75.75
22/11/2016,Humedad,76.75
23/11/2016,Humedad,90.96
24/11/2016,Humedad,97.08
25/11/2016,Humedad,91.38
26/11/2016,Humedad,92.92
27/11/2016,Humedad,92.25
28/11/2016,Humedad,89.17
29/11/2016,Humedad,88.29
30/11/2016,Humedad,93.42
1/12/2016,Humedad,83.96
2/12/2016,Humedad,79.71
3/12/2016,Humedad,82.88
4/12/2016,Humedad,96.54
5/12/2016,Humedad,91.63
6/12/2016,Humedad,84.79
7/12/2016,Humedad,82.13
8/12/2016,Humedad,83.58
9/12/2016,Humedad,78.33
10/12/2016,Humedad,79
11/12/2016,Humedad,92.75
12/12/2016,Humedad,95.71
13/12/2016,Humedad,90
14/12/2016,Humedad,84.5
15/12/2016,Humedad,76.46
16/12/2016,Humedad,74.42
17/12/2016,Humedad,78.67
18/12/2016,Humedad,73.79
19/12/2016,Humedad,76.33
20/12/2016,Humedad,79.96
21/12/2016,Humedad,83.67
22/12/2016,Humedad,71.79
23/12/2016,Humedad,78.63
24/12/2016,Humedad,77.25
25/12/2016,Humedad,76.71
26/12/2016,Humedad,76.88
27/12/2016,Humedad,72.08
28/12/2016,Humedad,75.71
29/12/2016,Humedad,72.33
30/12/2016,Humedad,73.83
31/12/2016,Humedad,74.29
1/1/2017,Humedad,73.42
2/1/2017,Humedad,70.13
3/1/2017,Humedad,73.17
4/1/2017,Humedad,71.13
5/1/2017,Humedad,75.58
6/1/2017,Humedad,72.96
7/1/2017,Humedad,76.13
8/1/2017,Humedad,71.29
9/1/2017,Humedad,72.04
10/1/2017,Humedad,68.38
11/1/2017,Humedad,72.5
12/1/2017,Humedad,74.21
13/1/2017,Humedad,73.58
14/1/2017,Humedad,65.38
15/1/2017,Humedad,70.08
16/1/2017,Humedad,68.17
17/1/2017,Humedad,70.21
18/1/2017,Humedad,65.46
19/1/2017,Humedad,69.29
20/1/2017,Humedad,79.79
21/1/2017,Humedad,83.17
22/1/2017,Humedad,80.04
23/1/2017,Humedad,80.54
24/1/2017,Humedad,75.67
25/1/2017,Humedad,71.33
26/1/2017,Humedad,67.04
27/1/2017,Humedad,70.92
28/1/2017,Humedad,63.5
29/1/2017,Humedad,63.5
30/1/2017,Humedad,62.96
31/1/2017,Humedad,67.71
1/2/2017,Humedad,66.29
2/2/2017,Humedad,64.25
3/2/2017,Humedad,63.79
4/2/2017,Humedad,63.67
5/2/2017,Humedad,64.25
6/2/2017,Humedad,63.42
7/2/2017,Humedad,62.21
8/2/2017,Humedad,62.17
9/2/2017,Humedad,65.67
10/2/2017,Humedad,62.79
11/2/2017,Humedad,59.13
12/2/2017,Humedad,59.29
13/2/2017,Humedad,62.71
14/2/2017,Humedad,69.88
15/2/2017,Humedad,73.92
16/2/2017,Humedad,65.88
17/2/2017,Humedad,61
18/2/2017,Humedad,68.42
19/2/2017,Humedad,64
20/2/2017,Humedad,67.13
21/2/2017,Humedad,71.67
22/2/2017,Humedad,74.88
23/2/2017,Humedad,78.54
24/2/2017,Humedad,74.88
25/2/2017,Humedad,68.88
26/2/2017,Humedad,65.92
27/2/2017,Humedad,59.13
28/2/2017,Humedad,60.21
1/3/2017,Humedad,61
2/3/2017,Humedad,61.04
3/3/2017,Humedad,61.88
4/3/2017,Humedad,61.58
5/3/2017,Humedad,60.17
6/3/2017,Humedad,59.54
7/3/2017,Humedad,60.21
8/3/2017,Humedad,62.71
9/3/2017,Humedad,62.67
10/3/2017,Humedad,60
11/3/2017,Humedad,61.79
12/3/2017,Humedad,59.63
13/3/2017,Humedad,61.08
14/3/2017,Humedad,62.29
15/3/2017,Humedad,63
16/3/2017,Humedad,65.79
17/3/2017,Humedad,62.75
18/3/2017,Humedad,66.88
19/3/2017,Humedad,58.29
20/3/2017,Humedad,65.83
21/3/2017,Humedad,64.13
22/3/2017,Humedad,60.88
23/3/2017,Humedad,53.5
24/3/2017,Humedad,56.04
25/3/2017,Humedad,61.83
26/3/2017,Humedad,60.33
27/3/2017,Humedad,60.21
28/3/2017,Humedad,60.67
29/3/2017,Humedad,61
30/3/2017,Humedad,63.58
31/3/2017,Humedad,64.38
1/4/2017,Humedad,64
2/4/2017,Humedad,68.38
3/4/2017,Humedad,68.67
4/4/2017,Humedad,62.29
5/4/2017,Humedad,61.63
6/4/2017,Humedad,62.04
7/4/2017,Humedad,57.71
8/4/2017,Humedad,56.33
9/4/2017,Humedad,55.96
10/4/2017,Humedad,52.67
11/4/2017,Humedad,54.33
12/4/2017,Humedad,57.33
13/4/2017,Humedad,59.83
14/4/2017,Humedad,63
15/4/2017,Humedad,59.75
16/4/2017,Humedad,60.13
17/4/2017,Humedad,65.75
18/4/2017,Humedad,70.75
19/4/2017,Humedad,75.46
20/4/2017,Humedad,76.96
21/4/2017,Humedad,74.33
22/4/2017,Humedad,76.67
23/4/2017,Humedad,79.5
24/4/2017,Humedad,70.54
25/4/2017,Humedad,68.96
26/4/2017,Humedad,81.79
27/4/2017,Humedad,88.75
28/4/2017,Humedad,78.33
29/4/2017,Humedad,73.92
30/4/2017,Humedad,78.71
1/5/2017,Humedad,83.92
2/5/2017,Humedad,81.08
3/5/2017,Humedad,76.88
4/5/2017,Humedad,81.63
5/5/2017,Humedad,89.04
6/5/2017,Humedad,85.75
7/5/2017,Humedad,83.21
8/5/2017,Humedad,85.29
9/5/2017,Humedad,90.17
10/5/2017,Humedad,84.58
11/5/2017,Humedad,89.29
12/5/2017,Humedad,93.38
13/5/2017,Humedad,93.83
14/5/2017,Humedad,84.88
15/5/2017,Humedad,90.67
16/5/2017,Humedad,87.08
17/5/2017,Humedad,92.21
18/5/2017,Humedad,92
19/5/2017,Humedad,89.71
20/5/2017,Humedad,86.32
21/5/2017,Humedad,91.43
22/5/2017,Humedad,90.5
23/5/2017,Humedad,84.33
24/5/2017,Humedad,88.79
25/5/2017,Humedad,89
26/5/2017,Humedad,91.71
27/5/2017,Humedad,87.29
28/5/2017,Humedad,83.13
29/5/2017,Humedad,86.42
30/5/2017,Humedad,91
31/5/2017,Humedad,86.67
1/6/2017,Humedad,86
2/6/2017,Humedad,84.04
3/6/2017,Humedad,88.54
4/6/2017,Humedad,85.33
5/6/2017,Humedad,90.04
6/6/2017,Humedad,89.63
7/6/2017,Humedad,89.38
8/6/2017,Humedad,89.38
9/6/2017,Humedad,89.29
10/6/2017,Humedad,92.63
11/6/2017,Humedad,91.38
12/6/2017,Humedad,85.54
13/6/2017,Humedad,86.42
14/6/2017,Humedad,92
15/6/2017,Humedad,92.21
16/6/2017,Humedad,93.42
17/6/2017,Humedad,94.79
18/6/2017,Humedad,92.33
19/6/2017,Humedad,88.88
20/6/2017,Humedad,90.21
21/6/2017,Humedad,90.5
22/6/2017,Humedad,91.96
23/6/2017,Humedad,93.5
24/6/2017,Humedad,83.75
25/6/2017,Humedad,77.75
26/6/2017,Humedad,85.25
27/6/2017,Humedad,89.83
28/6/2017,Humedad,92.46
29/6/2017,Humedad,79.54
30/6/2017,Humedad,80.46
1/7/2017,Humedad,94.17
2/7/2017,Humedad,89.42
3/7/2017,Humedad,84.5
4/7/2017,Humedad,91.46
5/7/2017,Humedad,81.04
6/7/2017,Humedad,78.38
7/7/2017,Humedad,85.67
8/7/2017,Humedad,79.92
9/7/2017,Humedad,77.67
10/7/2017,Humedad,79.21
11/7/2017,Humedad,80.25
12/7/2017,Humedad,86
13/7/2017,Humedad,86.75
14/7/2017,Humedad,77.29
15/7/2017,Humedad,72.13
16/7/2017,Humedad,84.25
17/7/2017,Humedad,87.42
18/7/2017,Humedad,82.33
19/7/2017,Humedad,87.21
20/7/2017,Humedad,81.08
21/7/2017,Humedad,91
22/7/2017,Humedad,74.54
23/7/2017,Humedad,81.25
24/7/2017,Humedad,81.17
25/7/2017,Humedad,78.71
26/7/2017,Humedad,80.96
27/7/2017,Humedad,76.54
28/7/2017,Humedad,79.54
29/7/2017,Humedad,79.21
30/7/2017,Humedad,85.83
31/7/2017,Humedad,91.29
1/8/2017,Humedad,88.96
2/8/2017,Humedad,80.25
3/8/2017,Humedad,78.42
4/8/2017,Humedad,82.25
5/8/2017,Humedad,88.13
6/8/2017,Humedad,89.08
7/8/2017,Humedad,89
8/8/2017,Humedad,81
9/8/2017,Humedad,90.25
10/8/2017,Humedad,93.08
11/8/2017,Humedad,82.13
12/8/2017,Humedad,80.21
13/8/2017,Humedad,91.92
14/8/2017,Humedad,82.29
15/8/2017,Humedad,79.13
16/8/2017,Humedad,80.71
17/8/2017,Humedad,75.46
18/8/2017,Humedad,77.29
19/8/2017,Humedad,81.75
20/8/2017,Humedad,85.08
21/8/2017,Humedad,86.67
22/8/2017,Humedad,86.71
23/8/2017,Humedad,88.83
24/8/2017,Humedad,88.75
25/8/2017,Humedad,86.92
26/8/2017,Humedad,78.79
27/8/2017,Humedad,74.08
28/8/2017,Humedad,83.54
29/8/2017,Humedad,91.21
30/8/2017,Humedad,91.42
31/8/2017,Humedad,88.38
1/9/2017,Humedad,87.5
2/9/2017,Humedad,84.63
3/9/2017,Humedad,91.17
4/9/2017,Humedad,87.17
5/9/2017,Humedad,89.54
6/9/2017,Humedad,88.25
7/9/2017,Humedad,86.17
8/9/2017,Humedad,89.42
9/9/2017,Humedad,88.88
10/9/2017,Humedad,89.33
11/9/2017,Humedad,93.96
12/9/2017,Humedad,86.71
13/9/2017,Humedad,88.25
14/9/2017,Humedad,91.75
15/9/2017,Humedad,88.5
16/9/2017,Humedad,86.17
17/9/2017,Humedad,89.5
18/9/2017,Humedad,90.71
19/9/2017,Humedad,89.96
20/9/2017,Humedad,89.5
21/9/2017,Humedad,89.13
22/9/2017,Humedad,89.92
23/9/2017,Humedad,90.08
24/9/2017,Humedad,92.5
25/9/2017,Humedad,91.08
26/9/2017,Humedad,89.71
27/9/2017,Humedad,90.17
28/9/2017,Humedad,88.75
29/9/2017,Humedad,91.83
30/9/2017,Humedad,91
1/10/2017,Humedad,92
2/10/2017,Humedad,92.58
3/10/2017,Humedad,93.08
4/10/2017,Humedad,95.5
5/10/2017,Humedad,96.46
6/10/2017,Humedad,94
7/10/2017,Humedad,87.92
8/10/2017,Humedad,88.92
9/10/2017,Humedad,87.38
10/10/2017,Humedad,88.17
11/10/2017,Humedad,87.88
12/10/2017,Humedad,88.21
13/10/2017,Humedad,82.71
14/10/2017,Humedad,83
15/10/2017,Humedad,79.92
16/10/2017,Humedad,76.04
17/10/2017,Humedad,77.04
18/10/2017,Humedad,82.25
19/10/2017,Humedad,84.46
20/10/2017,Humedad,83.71
21/10/2017,Humedad,89.67
22/10/2017,Humedad,90.67
23/10/2017,Humedad,90.38
24/10/2017,Humedad,90.83
25/10/2017,Humedad,92.63
26/10/2017,Humedad,93.13
27/10/2017,Humedad,94.42
28/10/2017,Humedad,87.33
29/10/2017,Humedad,88.5
30/10/2017,Humedad,82.38
31/10/2017,Humedad,85.88
1/11/2017,Humedad,81.79
2/11/2017,Humedad,82.29
3/11/2017,Humedad,88.21
4/11/2017,Humedad,89.58
5/11/2017,Humedad,83
6/11/2017,Humedad,83.42
7/11/2017,Humedad,81.25
8/11/2017,Humedad,74.42
9/11/2017,Humedad,80.13
10/11/2017,Humedad,80.58
11/11/2017,Humedad,81.54
12/11/2017,Humedad,89.75
13/11/2017,Humedad,87.13
14/11/2017,Humedad,89.42
15/11/2017,Humedad,93.46
16/11/2017,Humedad,87.38
17/11/2017,Humedad,78.21
18/11/2017,Humedad,78.29
19/11/2017,Humedad,79
20/11/2017,Humedad,79.08
21/11/2017,Humedad,83.46
22/11/2017,Humedad,88.38
23/11/2017,Humedad,82.5
24/11/2017,Humedad,75.54
25/11/2017,Humedad,73.21
26/11/2017,Humedad,78.08
27/11/2017,Humedad,74.79
28/11/2017,Humedad,78.33
29/11/2017,Humedad,78.33
30/11/2017,Humedad,73.33
1/12/2017,Humedad,75.38
2/12/2017,Humedad,72.83
3/12/2017,Humedad,69.88
4/12/2017,Humedad,71.75
5/12/2017,Humedad,76.17
6/12/2017,Humedad,81.04
7/12/2017,Humedad,83.92
8/12/2017,Humedad,88.33
9/12/2017,Humedad,84.88
10/12/2017,Humedad,66.88
11/12/2017,Humedad,75.17
12/12/2017,Humedad,74.29
13/12/2017,Humedad,69.13
14/12/2017,Humedad,73.54
15/12/2017,Humedad,73.13
16/12/2017,Humedad,70.92
17/12/2017,Humedad,68.92
18/12/2017,Humedad,71.58
19/12/2017,Humedad,70
20/12/2017,Humedad,75.13
21/12/2017,Humedad,70.75
22/12/2017,Humedad,72.5
23/12/2017,Humedad,68.63
24/12/2017,Humedad,70.88
25/12/2017,Humedad,67.92
26/12/2017,Humedad,70.21
27/12/2017,Humedad,70.08
28/12/2017,Humedad,74.29
29/12/2017,Humedad,79.13
30/12/2017,Humedad,74.54
31/12/2017,Humedad,74.04
1/1/2018,Humedad,69.58
2/1/2018,Humedad,69.88
3/1/2018,Humedad,72.33
4/1/2018,Humedad,62.08
5/1/2018,Humedad,66.58
6/1/2018,Humedad,70.17
7/1/2018,Humedad,66.33
8/1/2018,Humedad,75.88
9/1/2018,Humedad,75.58
10/1/2018,Humedad,73.79
11/1/2018,Humedad,79.79
12/1/2018,Humedad,75.96
13/1/2018,Humedad,63.63
14/1/2018,Humedad,56.71
15/1/2018,Humedad,62.63
16/1/2018,Humedad,76.75
17/1/2018,Humedad,73.08
18/1/2018,Humedad,66.5
19/1/2018,Humedad,71.96
20/1/2018,Humedad,71.75
21/1/2018,Humedad,69.67
22/1/2018,Humedad,66.5
23/1/2018,Humedad,69.08
24/1/2018,Humedad,67.75
25/1/2018,Humedad,68.5
26/1/2018,Humedad,67.21
27/1/2018,Humedad,66.79
28/1/2018,Humedad,64.54
29/1/2018,Humedad,68.38
30/1/2018,Humedad,68.17
31/1/2018,Humedad,67.33
1/2/2018,Humedad,67.21
2/2/2018,Humedad,63.88
3/2/2018,Humedad,61.96
4/2/2018,Humedad,60.88
5/2/2018,Humedad,57.46
6/2/2018,Humedad,64.04
7/2/2018,Humedad,62.46
8/2/2018,Humedad,65.13
9/2/2018,Humedad,64.04
10/2/2018,Humedad,64.29
11/2/2018,Humedad,61.38
12/2/2018,Humedad,65.79
13/2/2018,Humedad,64.46
14/2/2018,Humedad,63.04
15/2/2018,Humedad,68.5
16/2/2018,Humedad,65.92
17/2/2018,Humedad,62.75
18/2/2018,Humedad,62.88
19/2/2018,Humedad,59.67
20/2/2018,Humedad,61.5
21/2/2018,Humedad,63.17
22/2/2018,Humedad,62.75
23/2/2018,Humedad,59.33
24/2/2018,Humedad,62.58
25/2/2018,Humedad,64.29
26/2/2018,Humedad,60.08
27/2/2018,Humedad,60
28/2/2018,Humedad,59.75
1/3/2018,Humedad,53.88
2/3/2018,Humedad,59.33
3/3/2018,Humedad,56.08
4/3/2018,Humedad,58.13
5/3/2018,Humedad,56.38
6/3/2018,Humedad,60.25
7/3/2018,Humedad,60.38
8/3/2018,Humedad,61.71
9/3/2018,Humedad,62.29
10/3/2018,Humedad,62.08
11/3/2018,Humedad,64
12/3/2018,Humedad,67.67
13/3/2018,Humedad,65.13
14/3/2018,Humedad,60.67
15/3/2018,Humedad,58.96
16/3/2018,Humedad,56.67
17/3/2018,Humedad,60.88
18/3/2018,Humedad,59.13
19/3/2018,Humedad,58.25
20/3/2018,Humedad,64.63
21/3/2018,Humedad,56.63
22/3/2018,Humedad,57.17
23/3/2018,Humedad,58.79
24/3/2018,Humedad,61.17
25/3/2018,Humedad,59.92
26/3/2018,Humedad,58.71
27/3/2018,Humedad,59.63
28/3/2018,Humedad,54.04
29/3/2018,Humedad,56.96
30/3/2018,Humedad,63.71
31/3/2018,Humedad,53.67
1/4/2018,Humedad,48.83
2/4/2018,Humedad,53.96
3/4/2018,Humedad,60.13
4/4/2018,Humedad,62.17
5/4/2018,Humedad,63.5
6/4/2018,Humedad,58.5
7/4/2018,Humedad,
8/4/2018,Humedad,58.06
9/4/2018,Humedad,68.5
10/4/2018,Humedad,67.88
11/4/2018,Humedad,66.92
12/4/2018,Humedad,66.42
13/4/2018,Humedad,66.08
14/4/2018,Humedad,65.83
15/4/2018,Humedad,65.67
16/4/2018,Humedad,65.54
17/4/2018,Humedad,65.63
18/4/2018,Humedad,65.83
19/4/2018,Humedad,65.75
20/4/2018,Humedad,65.54
21/4/2018,Humedad,65.25
22/4/2018,Humedad,65.17
23/4/2018,Humedad,65.21
24/4/2018,Humedad,65.21
25/4/2018,Humedad,65.21
26/4/2018,Humedad,65.29
27/4/2018,Humedad,65.29
28/4/2018,Humedad,65.38
29/4/2018,Humedad,65.42
30/4/2018,Humedad,65.63
1/5/2018,Humedad,65.79
2/5/2018,Humedad,66.08
3/5/2018,Humedad,66.46
4/5/2018,Humedad,66.46
5/5/2018,Humedad,66.21
6/5/2018,Humedad,66.63
7/5/2018,Humedad,66.54
8/5/2018,Humedad,66.5
9/5/2018,Humedad,66.25
10/5/2018,Humedad,66.08
11/5/2018,Humedad,65.92
12/5/2018,Humedad,66.17
13/5/2018,Humedad,66.54
14/5/2018,Humedad,67.13
15/5/2018,Humedad,67.58
16/5/2018,Humedad,67.88
17/5/2018,Humedad,68.21
18/5/2018,Humedad,68.38
19/5/2018,Humedad,68.5
20/5/2018,Humedad,68.79
21/5/2018,Humedad,69.13
22/5/2018,Humedad,69.25
23/5/2018,Humedad,69.17
24/5/2018,Humedad,69.04
25/5/2018,Humedad,68.71
26/5/2018,Humedad,68.38
27/5/2018,Humedad,67.79
28/5/2018,Humedad,67.13
29/5/2018,Humedad,67.13
30/5/2018,Humedad,66.67
31/5/2018,Humedad,66.54
1/6/2018,Humedad,66.67
2/6/2018,Humedad,66.71
3/6/2018,Humedad,66.96
4/6/2018,Humedad,67.08
5/6/2018,Humedad,67.21
6/6/2018,Humedad,66.79
7/6/2018,Humedad,66.13
8/6/2018,Humedad,65.33
9/6/2018,Humedad,64.83
10/6/2018,Humedad,64.46
11/6/2018,Humedad,64.08
12/6/2018,Humedad,63.71
13/6/2018,Humedad,63.38
14/6/2018,Humedad,62.75
15/6/2018,Humedad,62.5
16/6/2018,Humedad,62.46
17/6/2018,Humedad,62.38
18/6/2018,Humedad,62.54
19/6/2018,Humedad,62.29
20/6/2018,Humedad,62
21/6/2018,Humedad,62.21
22/6/2018,Humedad,62.54
23/6/2018,Humedad,62.54
24/6/2018,Humedad,62.83
25/6/2018,Humedad,62.29
26/6/2018,Humedad,61.88
27/6/2018,Humedad,61.42
28/6/2018,Humedad,61.13
29/6/2018,Humedad,60.88
30/6/2018,Humedad,60.58
1/7/2018,Humedad,60.63
2/7/2018,Humedad,60.75
3/7/2018,Humedad,61.21
4/7/2018,Humedad,61.38
5/7/2018,Humedad,61.63
6/7/2018,Humedad,61.79
7/7/2018,Humedad,61.92
8/7/2018,Humedad,62.38
9/7/2018,Humedad,62.75
10/7/2018,Humedad,63.25
11/7/2018,Humedad,63.96
12/7/2018,Humedad,64.92
13/7/2018,Humedad,65.67
14/7/2018,Humedad,66.88
15/7/2018,Humedad,67.58
16/7/2018,Humedad,68.04
17/7/2018,Humedad,68.46
18/7/2018,Humedad,68.46
19/7/2018,Humedad,69
20/7/2018,Humedad,69.92
21/7/2018,Humedad,70.58
22/7/2018,Humedad,71.17
23/7/2018,Humedad,71.5
24/7/2018,Humedad,71.21
25/7/2018,Humedad,71.29
26/7/2018,Humedad,71.54
27/7/2018,Humedad,72
28/7/2018,Humedad,71.96
29/7/2018,Humedad,72.08
30/7/2018,Humedad,72
31/7/2018,Humedad,72.21
1/8/2018,Humedad,72.5
2/8/2018,Humedad,72.38
3/8/2018,Humedad,72.42
4/8/2018,Humedad,72.17
5/8/2018,Humedad,71.67
6/8/2018,Humedad,71.08
7/8/2018,Humedad,70.71
8/8/2018,Humedad,70.46
9/8/2018,Humedad,70.92
10/8/2018,Humedad,71.33
11/8/2018,Humedad,71.58
12/8/2018,Humedad,71.58
13/8/2018,Humedad,71.83
14/8/2018,Humedad,71.92
15/8/2018,Humedad,72
16/8/2018,Humedad,72.08
17/8/2018,Humedad,72.21
18/8/2018,Humedad,72.88
19/8/2018,Humedad,73.21
20/8/2018,Humedad,73.46
21/8/2018,Humedad,73.38
22/8/2018,Humedad,73.13
23/8/2018,Humedad,72.96
24/8/2018,Humedad,73
25/8/2018,Humedad,72.83
26/8/2018,Humedad,72.46
27/8/2018,Humedad,72.29
28/8/2018,Humedad,72.08
29/8/2018,Humedad,71.71
30/8/2018,Humedad,71.17
31/8/2018,Humedad,70.5
1/9/2018,Humedad,69.75
2/9/2018,Humedad,68.75
3/9/2018,Humedad,67.58
4/9/2018,Humedad,66.21
5/9/2018,Humedad,65.13
6/9/2018,Humedad,65.13
7/9/2018,Humedad,63.75
8/9/2018,Humedad,62.63
9/9/2018,Humedad,61.71
10/9/2018,Humedad,60.75
11/9/2018,Humedad,60
12/9/2018,Humedad,59.08
13/9/2018,Humedad,58.08
14/9/2018,Humedad,57.13
15/9/2018,Humedad,56.58
16/9/2018,Humedad,56.79
17/9/2018,Humedad,56.88
18/9/2018,Humedad,56.75
19/9/2018,Humedad,56.67
20/9/2018,Humedad,56.83
21/9/2018,Humedad,57.04
22/9/2018,Humedad,57.17
23/9/2018,Humedad,57.04
24/9/2018,Humedad,57.13
25/9/2018,Humedad,57.46
26/9/2018,Humedad,57.67
27/9/2018,Humedad,58.04
28/9/2018,Humedad,58.46
29/9/2018,Humedad,59.04
30/9/2018,Humedad,59.42
1/10/2018,Humedad,59.42
2/10/2018,Humedad,60
3/10/2018,Humedad,60.29
4/10/2018,Humedad,60.17
5/10/2018,Humedad,60.17
6/10/2018,Humedad,59.88
7/10/2018,Humedad,60
8/10/2018,Humedad,60.46
9/10/2018,Humedad,60.58
10/10/2018,Humedad,60.46
11/10/2018,Humedad,60.25
12/10/2018,Humedad,60.33
13/10/2018,Humedad,60.58
14/10/2018,Humedad,60.92
15/10/2018,Humedad,61.25
16/10/2018,Humedad,61.54
17/10/2018,Humedad,61.92
18/10/2018,Humedad,62.29
19/10/2018,Humedad,62.67
20/10/2018,Humedad,62.71
21/10/2018,Humedad,62.71
22/10/2018,Humedad,62.58
23/10/2018,Humedad,62.63
24/10/2018,Humedad,62.67
25/10/2018,Humedad,62.63
26/10/2018,Humedad,62.63
27/10/2018,Humedad,62.5
28/10/2018,Humedad,62.63
29/10/2018,Humedad,62.79
30/10/2018,Humedad,63
31/10/2018,Humedad,63.33
1/11/2018,Humedad,63.33
2/11/2018,Humedad,62.96
3/11/2018,Humedad,62.79
4/11/2018,Humedad,62.88
5/11/2018,Humedad,62.83
6/11/2018,Humedad,62.63
7/11/2018,Humedad,62.42
8/11/2018,Humedad,62
9/11/2018,Humedad,61.54
10/11/2018,Humedad,61.08
11/11/2018,Humedad,60.63
